date,book,prev_date,status,book_return,proxy_return,fund,fund_return,proxy_error,allocation,selection,interaction,cash_drag,costs,interaction_folded,cash_weight,long_contrib,short_contrib,gross,net,spx_return,sizing,holdings,proxy_members,proxy_missing_weight,proxy,by_sector,flags,computed_at
2026-09-24,hedge,2026-09-23,ok,0.0,-0.0005679203,^GSPC,-0.0002465475,-0.0003213728,-0.0,0.0,0.0,0.0005679203,-0.0,,1.0,0,0,0.0,0.0,-0.0002465475,0.0,0,4228,7.022e-05,"every operating company in the panel, weighted by market value, standing in for the S&P 500","{""Communication Services"":[0.0,0.088142,null,0.017603,-0.00160159,0.0,-0.0],""Consumer Discretionary"":[0.0,0.087904,null,-0.003527,0.00026009,0.0,-0.0],""Consumer Staples"":[0.0,0.04284,null,-0.010491,0.00042511,0.0,-0.0],""Energy"":[0.0,0.043226,null,0.002798,-0.00014552,0.0,-0.0],""Financials"":[0.0,0.124397,null,-0.000796,2.843e-05,0.0,-0.0],""Health Care"":[0.0,0.096954,null,0.006613,-0.00069621,0.0,-0.0],""Industrials"":[0.0,0.106519,null,-0.005777,0.00055491,0.0,-0.0],""Information Technology"":[0.0,0.346589,null,-0.00243,0.00064532,0.0,-0.0],""Materials"":[0.0,0.029886,null,-0.011271,0.00031989,0.0,-0.0],""Real Estate"":[0.0,0.01698,null,-0.003555,5.071e-05,0.0,-0.0],""Unclassified"":[0.0,0.000129,null,0.002738,-4.3e-07,0.0,-0.0],""Utilities"":[0.0,0.016433,null,-0.010261,0.00015928,0.0,-0.0]}",,2026-09-24T23:25:31+00:00
2026-09-24,neural,2026-09-23,ok,0.0,-0.0005679203,^GSPC,-0.0002465475,-0.0003213728,-0.0,0.0,0.0,0.0005679203,-0.0,,1.0,0,0,0.0,0.0,-0.0002465475,0.0,0,4228,7.022e-05,"every operating company in the panel, weighted by market value, standing in for the S&P 500","{""Communication Services"":[0.0,0.088142,null,0.017603,-0.00160159,0.0,-0.0],""Consumer Discretionary"":[0.0,0.087904,null,-0.003527,0.00026009,0.0,-0.0],""Consumer Staples"":[0.0,0.04284,null,-0.010491,0.00042511,0.0,-0.0],""Energy"":[0.0,0.043226,null,0.002798,-0.00014552,0.0,-0.0],""Financials"":[0.0,0.124397,null,-0.000796,2.843e-05,0.0,-0.0],""Health Care"":[0.0,0.096954,null,0.006613,-0.00069621,0.0,-0.0],""Industrials"":[0.0,0.106519,null,-0.005777,0.00055491,0.0,-0.0],""Information Technology"":[0.0,0.346589,null,-0.00243,0.00064532,0.0,-0.0],""Materials"":[0.0,0.029886,null,-0.011271,0.00031989,0.0,-0.0],""Real Estate"":[0.0,0.01698,null,-0.003555,5.071e-05,0.0,-0.0],""Unclassified"":[0.0,0.000129,null,0.002738,-4.3e-07,0.0,-0.0],""Utilities"":[0.0,0.016433,null,-0.010261,0.00015928,0.0,-0.0]}",,2026-09-24T23:25:31+00:00
